# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     13     31      -      0      0      0      0      0      0  10501   2520    460    460      0 
    0     47     32      -      4      0      0      0      0      0  10251   2520    462    462      0 
    0     50     32      -      3      0      0      0      0      0  10251   2520    464    464      0 
    0     48     32      -      0      0      0      0      0      0  10251   2520    464    464      0 
    0     47     32      -      0      0      0      0      0      0  10251   2520    464    464      0 
    0     46     32      -      0      0      0      0      0      0  10251   2520    464    464      0 
    0     46     32      -      0      0      0      0      0      0  10251   2520    464    464      0 
    0     46     32      -      1      0      0      0      0      0  10251   2520    686    686      0 
    0     56     33      -     11      7      0      0      0      0  10251   2520   1738   1738      0 
    0     67     33      -      0      0      0      0      0      0  10251   2805   1738   1738      0 
    0     85     35      -     69     58      0      0      0      0  10251   2805   1738   1738      0 
    0     71     33      -     58     48      0      0      0      0  10251   2520   1738   1738      0 
    0     68     33      -      0      0      0      0      0      0  10251   2595   1738   1738      0 
    0     48     33      -      0      0      0      0      0      0  10251   2595   1738   1738      0 
    0     72     34      -      9      3      0      0      0      0  10251   2640   1738   1738      0 
    0     51     33      -      0      0      0      0      0      0  10251   2640   1738   1738      0 
    0     69     34      -      6      1      0      0      0      0  10251   2685   1738   1738      0 
    0     63     34      -      7      1      0      0      0      0  10251   2685   1738   1738      0 
    0     64     33      -      0      0      0      0      0      0  10251   2700   1738   1738      0 
    0     76     34      -      0      0      0      0      0      0  10251   2700   1738   1738      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0     58     34      -     11      7      0      0      0      0  10251   2520   1738   1738      0 
    0     57     33      -      0      0      0      0      0      0  10251   2520   1738   1738      0 
    0     68     34      -      0      0      0      0      0      0  10251   2640   1738   1738      0 
    0     62     34      -      8      7      0      0      0      0  10251   2640   1738   1738      0 
    0     61     33      -     11      7      0      0      0      0  10251   2520   1738   1738      0 
    0     69     34      -      0      0      0      0      0      0  10251   2655   1738   1738      0 
    0     62     34      -      8      7      0      0      0      0  10251   2655   1738   1738      0 
    0     62     34      -     23     15      0      0      0      0  10251   2520   1738   1738      0 
    0     70     34      -      0      0      0      0      0      0  10251   2610   1738   1738      0 
    0     70     35      -     69     57      0      0      0      0  10251   2670   1738   1738      0 
    0     72     35      -     72     59      0      0      0      0  10251   2670   1738   1738      0 
    0     69     34      -      0      0      0      0      0      0  10251   2520   1738   1738      0 
    0     46     34      -      0      0      0      0      0      0  10251   2520   1738   1738      0 
    0     57     34      -      9      2      0      0      0      0  10251   2520   1738   1738      0 
    0     58     34      -      0      0      0      0      0      0  10251   2535   1738   1738      0 
    0     68     34      -      0      0      0      0      0      0  10251   2535   1738   1738      0 
    0     56     34      -      4      4      0      0      0      0  10251   2565   1738   1738      0 
    0     60     34      -      0      0      0      0      0      0  10251   2565   1738   1738      0 
    0     71     35      -      7      6      0      0      0      0  10251   2700   1738   1738      0 
    0     54     34      -      0      0      0      0      0      0  10251   2700   1738   1738      0 
    0     68     36      -     47     35      0      0      0      0  10251   2520   1738   1738      0 
    0     69     35      -      0      0      0      0      0      0  10251   2805   1738   1738      0 
    0     78     37      -     48     36      0      0      0      0  10251   2520   1738   1738      0 
    0     61     34      -      0      0      0      0      0      0  10251   2685   1738   1738      0 
    0     63     35      -     14      7      0      0      0      0  10251   2520   1738   1738      0 
    0     60     34      -      0      0      0      0      0      0  10251   2610   1738   1738      0 
    0     59     35      -     14      7      0      0      0      0  10251   2610   1738   1738      0 
    0     59     34      -      0      0      0      0      0      0  10251   2565   1738   1738      0 
    0     56     35      -      1      0      0      0      0      0  10251   2565   1738   1738      0 
    0     58     34      -      0      0      0      0      0      0  10251   2520   1738   1738      0 
    0     46     34      -      0      0      0      0      0      0  10251   2520   1738   1738      0 
    0     66     35      -     15     11      0      0      0      0  10251   2520   1738   1738      0 
    0     53     35      -      0      0      0      0      0      0  10251   2520   1738   1738      0 
    0     67     34      -      5      5      0      0      0      0  10251   2520   1738   1738      0 
    0     46     34      -      0      0      0      0      0      0  10251   2520   1738   1738      0 
    0     46     34      -      0      0      0      0      0      0  10251   2520   1738   1738      0 
    0     46     34      -      0      0      0      0      0      0  10251   2520   1738   1738      0 
    0     46     34      -      0      0      0      0      0      0  10251   2520   1738   1738      0 
    0     46     34      -      0      0      0      0      0      0  10251   2520   1738   1738      0 
    0     46     34      -      0      0      0      0      0      0  10251   2520   1738   1738      0 
    0     47     34      -      0      0      0      0      0      0  10501   2520      1      2      0 
    0     47     34      -      0      0      0      0      0      0  10501   2520      1      2      0 
    0     31     33      -      0      0      0      0      0      0    810    705      1      2      0 
    0     23     33      -      0      0      0      0      0      0    405    450      1      2      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0     14     33      -      0      0      0      0      0      0    405    285      1      2      0 
    0     11     33      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     33      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     33      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     32      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     32      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     32      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     32      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     32      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     32      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     32      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     32      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     32      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     32      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     32      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     32      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     32      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     32      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     32      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     32      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     31      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      4      5      0 
    0     11     30      -      0      0      0      0      0      0    405    210      4      5      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     30      -      0      0      0      0      0      0    405    210      1      2      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     11     30      -      0      0      0      0      0      0    405    210      1      2      0 
    0     12     30      -      0      0      0      0      0      0    405    210      1      2      0 
